,lightgbm,catboost,rbfsvm,gbc,ridge,lr,lda,ada,knn,nb,et,rf,xgboost,gpc,mlp,dt,svm,qda
HPRD50.d36.s4_49,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s4_50,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s5_51,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d37.s0_52,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d37.s0_53,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d37.s0_54,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d37.s0_55,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d37.s0_56,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d37.s0_57,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d41.s0_58,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s0_59,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s1_60,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s2_61,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s2_62,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s2_63,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s2_64,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s2_65,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s2_66,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s3_67,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s4_68,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d42.s5_69,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s0_0,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s1_1,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s2_2,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s2_3,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s2_4,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s3_5,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s3_6,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s3_7,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d6.s4_8,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
